Product,Price,RAM,ROM,Display,Back_camera,Front_camera,Processor,Battery,Rating
Nokia 110,"₹1,810",4 MB RAM , 4 MB ROM ,4.5 ,1MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile,800 ,4
"OPPO F17 Pro (Metallic White, 128 GB)","₹22,990",8 GB RAM , 128 GB ROM ,16.33 ,48MP + 8MP + 2MP + 2MP , 16MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,4015 ,4.4
"OPPO F17 Pro (Magic Blue, 128 GB)","₹22,990",8 GB RAM , 128 GB ROM ,16.33 ,48MP + 8MP + 2MP + 2MP , 16MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,4015 ,4.4
Lava Gem Wave,"₹1,599",32 MB RAM , 32 MB ROM,7.11 ,1.3MP Rear Camera,,12 Months,1750 ,4.2
Snexian GURU 106,₹649,32 MB RAM , 32 MB ROM,4.57 ,1MP Rear Camera,,1 Year Domestic Warranty,1080 ,3.3
"Tecno SPARK 6 AIR (OCEAN BLUE, 32 GB)","₹7,790",2 GB RAM , 32 GB ROM,17.78 ,13MP Rear Camera,,1 YEAR,6000 ,4.3
Blackbear B5 Tork Combo of Two Mobiles,"₹1,599",64 MB RAM , 64 MB ROM,4.57 ,1.8MP Rear Camera,,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase,1100 ,3
Karbonn KX26,"₹1,130",32 MB RAM , 32 MB ROM ,6.1 ,0.08MP Rear Camera,,1Yr Brand Warranty on Handset and 6 months Warranty on Accessories,1450 ,4
"Samsung Galaxy A71 (Prism Crush Blue, 128 GB)","₹29,499",8 GB RAM , 128 GB ROM ,17.02 ,64MP + 12MP + 5MP + 5MP , 32MP Front Camera,Qualcomm SM7150 Processor,4500 ,4.4
Micromax X744,"₹1,229",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Warranty,2200 ,3.9
Snexian Rock,"₹1,299",32 MB RAM , 32 MB ROM,4.32 ,0.3MP Rear Camera,,1 Year Brand Warranty,800 ,3.9
"Samsung Galaxy A71 (Prism Crush Black, 128 GB)","₹29,499",8 GB RAM , 128 GB ROM ,17.02 ,64MP + 12MP + 5MP + 5MP , 32MP Front Camera,Qualcomm SM7150 Processor,4500 ,4.4
Hicell C5,₹599,32 MB RAM , 64 MB ROM ,4.57 ,1050 mAh Battery,,,1 Year Manufacturer Warranty,3.6
"Redmi Note 8 Pro (Halo White, 128 GB)","₹17,999",6 GB RAM , 128 GB ROM ,16.59 ,64MP + 8MP + 2MP + 2MP , 20MP Front Camera,MediaTek Helio G90T Processor,4500 ,4.4
Lava A9,"₹1,519",24 MB RAM , 32 MB ROM ,7.11 ,1.3MP Rear Camera,,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1700 ,4.1
Lava A9,"₹1,519",24 MB RAM , 32 MB ROM ,7.11 ,1.3MP Rear Camera,,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1700 ,4.1
Kechaoda K115,₹899,32 MB RAM , 32 MB ROM,3.66 ,0.3MP Rear Camera,,6 Months,850 ,4.1
Kechaoda K115,₹914,32 MB RAM , 32 MB ROM,3.66 ,0.3MP Rear Camera,,6 Months,850 ,4.1
Kechaoda K115,₹970,32 MB RAM , 32 MB ROM,3.66 ,0.3MP Rear Camera,,6 Months,850 ,4.1
Kechaoda K115,₹921,32 MB RAM , 32 MB ROM,3.66 ,0.3MP Rear Camera,,6 Months,850 ,4.1
"Vivo V19 (Mystic Silver, 128 GB)","₹24,990",8 GB RAM , 128 GB ROM ,16.36 ,48MP + 8MP + 2MP + 2MP , 32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 712 AIE Processor,4500 ,4.4
"Vivo V19 (Mystic Silver, 256 GB)","₹27,990",8 GB RAM , 256 GB ROM ,16.36 ,48MP + 8MP + 2MP + 2MP , 32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 712 AIE Processor,4500 ,4.4
"Vivo V19 (Piano Black, 128 GB)","₹24,990",8 GB RAM , 128 GB ROM ,16.36 ,48MP + 8MP + 2MP + 2MP , 32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 712 AIE Processor,4500 ,4.4
Karbonn K9,"₹1,195",,6.6 cm (2.6 inch) QVGA Display,2MP Rear Camera,1800 mAh Battery,,,1 Year Manufacturer Warranty,4
"Samsung Galaxy M11 (Black, 64 GB)","₹12,449",4 GB RAM , 64 GB ROM ,16.26 ,13MP + 5MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,5000 ,4.2
Itel IT 2163,₹899,32 MB RAM , 32 MB ROM ,4.57 ,1000 mAh Battery,,,100 Days replacement with 1 year warranty for handset and 6 months warranty for accessories.,4
Itel IT 2163,₹849,32 MB RAM , 32 MB ROM ,4.57 ,1000 mAh Battery,,,100 Days replacement with 1 year warranty for handset and 6 months warranty for accessories.,4
Samsung Guru FM Plus SM-B110E/D,"₹1,630",,NA ROM,3.81 ,800 mAh Battery,,,1 year warranty on handset and 6 months warranty on the accessories.,4.3
"OPPO Reno3 Pro (Auroral Blue, 256 GB)","₹29,990",8 GB RAM , 256 GB ROM ,16.26 ,64MP + 13MP + 8MP + 2MP , 44MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,4025 ,4.4
"Realme X2 (Pearl Blue, 128 GB)","₹19,999",6 GB RAM , 128 GB ROM,16.26 ,64MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
"Honor 9X (Midnight Black, 128 GB)","₹14,999",6 GB RAM , 128 GB ROM ,16.74 ,48MP + 8MP + 2MP , 16MP Front Camera,Kirin 710F Processor,4000 ,4.3
"Samsung Galaxy A51 (Prism Crush Black, 128 GB)","₹24,499",8 GB RAM , 128 GB ROM ,16.51 ,48MP + 12MP + 5MP + 5MP , 32MP Front Camera,Exynos 9611 Processor,4000 ,4.4
Karbonn K Pebble,"₹1,199",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,800 ,4
Heemax H2,₹521,512 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Warranty,1000 ,3.4
"Vivo Y15 (Burgundy Red, 64 GB)","₹12,990",4 GB RAM , 64 GB ROM ,16.13 ,13MP + 2MP + 8MP , 16MP Front Camera,MediaTek Helio P22 Processor,5000 ,4.4
"iQOO 3 (Volcano Orange, 256 GB)","₹32,990",8 GB RAM , 256 GB ROM,16.36 ,48MP + 13MP + 13MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 865 Processor,4440 ,4.5
"iQOO 3 (Quantum Silver, 128 GB)","₹29,990",8 GB RAM , 128 GB ROM,16.36 ,48MP + 13MP + 13MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 865 Processor,4440 ,4.5
"OPPO A53 (Fairy White, 128 GB)","₹15,490",6 GB RAM , 128 GB ROM ,16.51 ,13MP + 2MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 460 Processor,5000 ,4.2
"POCO X2 (Phoenix Red, 64 GB)","₹16,499",6 GB RAM , 64 GB ROM ,16.94 ,64MP + 8MP + 2MP + 2MP , 20MP + 2MP Dual Front Camera,Qualcomm Snapdragon 730G Processor,4500 ,4.5
Kechaoda K10,₹849,32 MB RAM , 32 MB ROM,1.68 ,300 mAh Battery,,,1 Year Manufacturer Warranty,4
Micromax X749,"₹1,299",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Product and 6 Month Accessories,1750 ,4.1
Micromax X746,"₹1,308",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Warranty,3000 ,4
Micromax X746,"₹1,308",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Warranty,3000 ,4
Trio T5 Star,"₹1,349",32 MB RAM , 64 MB ROM ,6.1 ,1.3MP Rear Camera,,1 Year,2500 ,3.4
"Redmi Note 9 Pro Max (Champagne Gold, 64 GB)","₹17,699",6 GB RAM , 64 GB ROM,16.94 ,64MP Rear Camera,,1 Year,5020 ,4.4
"Redmi Note 9 Pro Max (Glacier White, 128 GB)","₹21,782",8 GB RAM , 128 GB ROM ,16.94 ,64MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 720G Processor,5020 ,4.4
"Redmi Note 9 Pro Max (Champagne Gold, 128 GB)","₹21,744",8 GB RAM , 128 GB ROM,16.94 ,64MP Rear Camera,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,5020 ,4.4
"Vivo Y91i (Fusion Black, 32 GB)","₹8,990",3 GB RAM , 32 GB ROM ,15.8 ,13MP Rear Camera , 5MP Front Camera,MediaTek Helio P22 Processor,4030 ,4.3
"Samsung Galaxy S20+ (Cloud Blue, 128 GB)","₹54,999",8 GB RAM , 128 GB ROM ,17.02 ,64 MP + 12 MP +12 MP + VGA Depth Camera , 10MP Front Camera,Exynos 990 Processor,4500 ,4.6
"Vivo Z1Pro (Sonic Blue, 128 GB)","₹17,990",6 GB RAM , 128 GB ROM ,16.59 ,16MP + 2MP + 8MP , 32MP Front Camera,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,5000 ,4.5
"OPPO F11 Pro (Thunder Black, 128 GB)","₹14,990",6 GB RAM , 128 GB ROM ,16.51 ,48MP + 5MP , 16MP Front Camera,MediaTek Helio P70 Octa Core 2.1 GHz Processor,4000 ,4.4
"Realme 6 Pro (Lightning Red, 64 GB)","₹17,999",6 GB RAM , 64 GB ROM ,16.76 ,64MP + 12MP + 8MP + 2MP , 16MP + 8MP Dual Front Camera,Snapdragon 720G Processor,4300 ,4.4
"LG G8X (Black, 128 GB)","₹54,990",6 GB RAM , 128 GB ROM ,16.26 ,12MP + 13MP , 32MP Front Camera,Qualcomm Snapdragon™ 855 Octa-core (up to 2.84 GHz x 1 + 2.42 GHz x 3 + 1.79 GHz x 4) Processor,4000 ,4.7
Lava A7,"₹1,409",32 MB RAM , 24 MB ROM ,6.1 ,0.3MP Rear Camera,,MTK6261m Processor,1750 ,4.2
Lava A7,"₹1,442",32 MB RAM , 24 MB ROM ,6.1 ,0.3MP Rear Camera,,MTK6261M Processor,1750 ,4.2
Karbonn KX26,₹999,32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,12 months,1450 ,4
Itel Muzik 400,"₹1,499",4 MB RAM , 4 MB ROM ,6.1 ,0.3MP Rear Camera,,ARM9 architecture (Single core) Processor,3000 ,4.1
"Motorola G8 Power Lite (Royal Blue, 64 GB)","₹9,999",4 GB RAM , 64 GB ROM ,16.51 ,16MP + 2MP + 2MP , 8MP Front Camera,MediaTek Helio P35 Processor,5000 ,4.3
Samsung Guru FM Plus SM-B110E/D,"₹1,624",,NA ROM,3.81 ,0MP Front Camera,,1 year warranty on handset and 6 months warranty on the accessories.,800 ,4.3
"OPPO F11 Pro (Aurora Green, 128 GB)","₹14,630",6 GB RAM , 128 GB ROM ,16.51 ,48MP + 5MP , 16MP Front Camera,MediaTek Helio P70 Octa Core 2.1 GHz Processor,4000 ,4.4
"Vivo S1 (Skyline Blue, 64 GB)","₹18,990",6 GB RAM , 64 GB ROM ,16.21 ,16MP + 8MP + 2MP , 32MP Front Camera,Helio P65 (MT6768) Processor,4500 ,4.4
"Redmi Note 9 Pro (Interstellar Black, 128 GB)","₹18,749",6 GB RAM , 128 GB ROM ,16.94 ,48MP + 8MP + 5MP + 2MP , 16MP Front Camera,Qualcomm® Snapdragon™ 720G Processor,5020 ,4.4
Micromax X741,"₹1,260",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,"1 Year Product and 6 Month Accessories	Manufacturer Warranty	Repair or Replacement	Manufacture Defect	Liquid or Damaged",1750 ,4
"Realme 5 Pro (Sparkling Blue, 64 GB)","₹15,999",6 GB RAM , 64 GB ROM ,16.0 ,48MP + 8MP + 2MP + 2MP Quad Camera , 16MP Front Camera,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4035 ,4.5
"Realme X (Garlic, 128 GB)","₹20,999",8 GB RAM , 128 GB ROM,16.59 ,48MP + 5MP , 16MP Front Camera,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,3765 ,4.5
"Lava Z61 Pro (Lavender Blue, 16 GB)","₹5,777",2 GB RAM , 16 GB ROM ,13.84 ,8MP Rear Camera , 5MP Front Camera,Unisoc Octa Core Processor,3100 ,4
Micromax X381,₹899,32 MB RAM , 32 MB ROM,4.5 ,0.03MP Rear Camera,,1 Year Product and 6 Month Accessories,800 ,4
"Redmi 8A Dual (Sky White, 64 GB)","₹8,452",3 GB RAM , 64 GB ROM ,15.8 ,13MP + 2MP , 8MP Front Camera,Qualcomm Snapdragon 439 Processor,5000 ,4.2
Karbonn K9 Mini,₹857,32 MB RAM , 32 MB ROM,4.5 ,0.08MP Rear Camera,,1 Year Manufacturer Warranty,800 ,3.8
Lava A1200,"₹1,151",32 MB RAM , 24 MB ROM ,4.57 ,0.3MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1750 ,4.2
Muphone M360,₹990,32 MB RAM , 32 MB ROM,3.66 ,1.3MP Rear Camera,,Domestic Warranty,800 ,4
Micromax X749,"₹1,345",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Product and 6 Month Accessories,1750 ,4.1
Lava A1 super,₹979,4 MB RAM , 3 MB ROM ,4.57 ,0.3MP Rear Camera,,1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box,800 ,4.1
Lava A1 super,₹979,32 MB RAM , 32 MB ROM ,4.57 ,0.3MP Rear Camera,,1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box,800 ,4.1
"Realme 5 Pro (Chroma White, 64 GB)","₹14,999",6 GB RAM , 64 GB ROM ,16.0 ,48MP + 8MP + 2MP + 2MP Quad Camera , 16MP Front Camera,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4035 ,4.5
Micromax X421,₹915,32 MB RAM , 32 MB ROM,4.5 ,0.3MP Rear Camera,,1 Year Product and 6 Month Accessories,1800 ,4
"Redmi K20 Pro (Glacier Blue, 128 GB)","₹22,999",6 GB RAM , 128 GB ROM,16.23 ,48MP + 13MP + 8MP , 20MP Front Camera,Qualcomm Snapdragon 855 Processor,4000 ,4.5
Micromax X512,₹942,56 MB RAM , 24 MB ROM,4.5 ,0.3MP Rear Camera,,1 Year Warranty,1750 ,3.9
"Vivo S1 (Diamond Black, 128 GB)","₹19,229",6 GB RAM , 128 GB ROM ,16.21 ,16MP + 8MP + 2MP , 32MP Front Camera,Helio P65 (MT6768) Processor,4500 ,4.4
"Redmi Note 9 (Aqua Green, 64 GB)","₹12,868",4 GB RAM , 64 GB ROM ,16.59 ,48MP Rear Camera,,MediaTek Helio G85 Processor,5020 ,4.4
"Redmi Note 9 (Pebble Grey, 64 GB)","₹12,452",4 GB RAM , 64 GB ROM ,16.59 ,48MP Rear Camera,,MediaTek Helio G85 Processor,5020 ,4.4
"Redmi Note 9 (Scarlet Red, 64 GB)","₹12,632",4 GB RAM , 64 GB ROM,16.59 ,48MP Rear Camera,,1 year brand warranty,5020 ,4.4
"Samsung Galaxy A51 (Prism Crush White, 128 GB)","₹24,499",8 GB RAM , 128 GB ROM ,16.51 ,48MP + 12MP + 5MP + 5MP , 32MP Front Camera,Exynos 9611 Processor,4000 ,4.4
I Kall K 19 Car,"₹1,199",32 MB RAM , 64 MB ROM,4.5 ,0.3MP Rear Camera,,1 Year warranty for mobile and 6 Months for box accessories || 2000 Plus service centre all over India,800 ,4.1
Lava One,"₹1,249",32 MB RAM , 25 MB ROM ,6.1 ,0.3MP Rear Camera,,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,1000 ,4.1
Lava One,"₹1,249",32 MB RAM , 25 MB ROM ,6.1 ,0.3MP Rear Camera,,NA Processor,1000 ,4.1
BlackZone ECO X,"₹1,230",64 MB RAM , 64 MB ROM,4.5 ,0.3MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile,1000 ,3.9
Micromax X744,"₹1,180",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Warranty,2200 ,3.9
Kechaoda K112,"₹1,407",32 MB RAM , 64 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,3600 ,3.9
"Samsung Galaxy A51 (Prism Crush Blue, 128 GB)","₹24,499",8 GB RAM , 128 GB ROM ,16.51 ,48MP + 12MP + 5MP + 5MP , 32MP Front Camera,Exynos 9611 Processor,4000 ,4.4
BlackZone N1103,₹581,10 MB RAM , 10 MB ROM ,4.57 ,0.3MP Rear Camera,,12 Months Warranty,1000 ,3.2
BlackZone B-350,₹619,64 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty for Device,1000 ,
BlackZone B-350,₹619,64 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty for Device,1000 ,
"Samsung Galaxy A31 (Prism Crush Black, 128 GB)","₹19,999",6 GB RAM , 128 GB ROM ,16.26 ,48MP + 8MP + 5MP + 5MP , 20MP Front Camera,MediaTek (MT6768) Octa Core Processor,5000 ,4.3
"Vivo Z1x (Phantom Purple, 64 GB)","₹16,990",6 GB RAM , 64 GB ROM,16.21 ,48MP + 8MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 712 AIE Processor,4500 ,4.4
"Vivo Z1x (Fusion Blue, 128 GB)","₹18,990",8 GB RAM , 128 GB ROM,16.21 ,48MP + 8MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 712 AIE Processor,4500 ,4.4
"Vivo Z1x (Phantom Purple, 128 GB)","₹18,990",8 GB RAM , 128 GB ROM,16.21 ,48MP + 8MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 712 AIE Processor,4500 ,4.4
"Realme 6 Pro (Lightning Orange, 64 GB)","₹17,999",6 GB RAM , 64 GB ROM ,16.76 ,64MP + 12MP + 8MP + 2MP , 16MP + 8MP Dual Front Camera,Snapdragon 720G Processor,4300 ,4.4
"Samsung Galaxy Note 10 Plus (Aura White, 256 GB)","₹59,999",12 GB RAM , 256 GB ROM ,17.27 ,12MP (Dual Aperture) + 12MP + 16MP + TOF , 10MP Front Camera,Super AMOLED Display,4300 ,4.7
"Voto V2 (Rose Gold, 16 GB)","₹3,699",2 GB RAM , 16 GB ROM,12.7 ,13MP Rear Camera , 8MP Front Camera,Spreadtrum SC9832 Cortex A7 Processor,3000 ,3.5
Lava A7,"₹1,399",32 MB RAM , 24 MB ROM ,6.1 ,0.3MP Rear Camera,,MTK6261M Processor,1750 ,4.2
"Samsung Galaxy A10s (Black, 32 GB)","₹10,750",3 GB RAM , 32 GB ROM ,15.75 ,13MP + 2MP , 8MP Front Camera,MediaTek MT6762 Processor,4000 ,4.3
BlackZone B310,₹639,10 MB RAM , 10 MB ROM ,4.57 ,0.3MP Rear Camera,,12 Months Warranty,1000 ,3.9
"Redmi Note 9 Pro (Glacier White, 128 GB)","₹18,599",6 GB RAM , 128 GB ROM ,16.94 ,48MP + 8MP + 5MP + 2MP , 16MP Front Camera,Qualcomm® Snapdragon™ 720G Processor,5020 ,4.4
Peace P3,₹571,32 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year,850 ,3.7
"VOTO V12 (Champagne, 16 GB)","₹3,549",2 GB RAM , 16 GB ROM,12.7 ,13MP Rear Camera , 5MP Front Camera,Spreadtrum 9832 Processor,3000 ,3.4
Karbonn K19 Rock,₹890,32 MB RAM , 32 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year,1750 ,3.9
Kechaoda K6,₹767,,50 MB RAM,4.45 ,0.1MP Rear Camera,,6 Month,1800 ,3.8
Micromax X512,₹902,56 MB RAM , 24 MB ROM,4.5 ,0.3MP Rear Camera,,1 Year Warranty,1750 ,3.9
"Redmi Note 7 Pro (Neptune Blue, 64 GB)","₹13,974",4 GB RAM , 64 GB ROM ,16.0 ,48MP + 5MP , 13MP Front Camera,Qualcomm Snapdragon 675 Processor,4000 ,4.5
Good One Magic,"₹1,357",32 MB RAM , 32 MB ROM,4.32 ,2MP Rear Camera,,1 Year,1050 ,3.9
Blackbear i7,₹999,64 MB RAM , 24 MB ROM,6.1 ,1.8MP Rear Camera,,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase,1450 ,3.6
Blackbear i7,₹999,64 MB RAM , 64 MB ROM,6.1 ,1.8MP Rear Camera,,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase,1450 ,3.6
"Samsung M01 core (Blue, 32 GB)","₹6,169",2 GB RAM , 32 GB ROM ,13.46 ,8MP Rear Camera , 5MP Front Camera,MediaTek | MT6739WW quad core  Processor,3000 ,3.8
Micromax X421,₹929,32 MB RAM , 32 MB ROM,4.5 ,0.3MP Rear Camera,,1 year from brand,1800 ,4
Kechaoda K115,₹929,32 MB RAM , 32 MB ROM,3.66 ,0.3MP Rear Camera,,6 Months,850 ,4.1
"Apple iPhone SE (Red, 256 GB)","₹49,999",,256 GB ROM,11.94 ,12MP Rear Camera , 7MP Front Camera,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)",A13 Bionic Chip with 3rd Gen Neural Engine Processor,4.6
"POCO X2 (Phoenix Red, 256 GB)","₹21,499",8 GB RAM , 256 GB ROM ,16.94 ,64MP + 8MP + 2MP + 2MP , 20MP + 2MP Dual Front Camera,Qualcomm Snapdragon 730G Processor,4500 ,4.5
"OPPO F17 (Dynamic Orange, 128 GB)","₹17,990",6 GB RAM , 128 GB ROM,16.36 ,16MP + 8MP + 2MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 662 Processor,4015 ,4.2
"OPPO F17 (Classic Silver, 128 GB)","₹19,990",8 GB RAM , 128 GB ROM,16.36 ,16MP + 8MP + 2MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 662 Processor,4015 ,4.5
Gfive Champ,₹799,32 MB RAM , 64 MB ROM ,6.1 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty,1800 ,3.5
"Realme 5 Pro (Crystal Green, 128 GB)","₹17,999",8 GB RAM , 128 GB ROM ,16.0 ,48MP + 8MP + 2MP + 2MP Quad Camera , 16MP Front Camera,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4035 ,4.5
"Realme 5 Pro (Sparkling Blue, 128 GB)","₹17,999",8 GB RAM , 128 GB ROM ,16.0 ,48MP + 8MP + 2MP + 2MP Quad Camera , 16MP Front Camera,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4035 ,4.5
"Realme X2 (Pearl Green, 128 GB)","₹19,999",6 GB RAM , 128 GB ROM,16.26 ,64MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
"Realme X2 (Pearl White, 128 GB)","₹19,999",6 GB RAM , 128 GB ROM,16.26 ,64MP + 8MP + 2MP + 2MP , 32MP Front Camera,Qualcomm Snapdragon 730G Processor,4000 ,4.5
"Honor 9X (Sapphire Blue, 128 GB)","₹13,999",4 GB RAM , 128 GB ROM ,16.74 ,48MP + 8MP + 2MP , 16MP Front Camera,Kirin 710F Processor,4000 ,4.3
"Honor 9X (Sapphire Blue, 128 GB)","₹14,999",6 GB RAM , 128 GB ROM ,16.74 ,48MP + 8MP + 2MP , 16MP Front Camera,Kirin 710F Processor,4000 ,4.3
"Realme 5 Pro (Crystal Green, 64 GB)","₹15,999",6 GB RAM , 64 GB ROM ,16.0 ,48MP + 8MP + 2MP + 2MP Quad Camera , 16MP Front Camera,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4035 ,4.5
Energizer Power Max P20,"₹1,499",32 MB RAM , 32 MB ROM ,7.11 ,0.3MP Rear Camera,,Spreadtrum SC6531E Processor,4000 ,
Kechaoda A26,₹846,32 MB RAM , 32 MB ROM ,1.68 ,800 mAh Battery,,,1 Year Company Warranty,4.1
Kechaoda A26,₹876,32 MB RAM , 32 MB ROM ,1.68 ,800 mAh Battery,,,1 Year Company Warranty,4.1
"Samsung Galaxy M31s (Mirage Blue, 128 GB)","₹21,586",6 GB RAM , 128 GB ROM,16.51 ,64MP Rear Camera,,1 YEAR,6000 ,4.3
"Samsung Galaxy M40 (Seawater Blue, 128 GB)","₹17,989",6 GB RAM , 128 GB ROM,16.0 ,32MP Rear Camera,,1 Year Warranty,3500 ,4.2
"Apple iPhone 11 Pro (Midnight Green, 256 GB)","₹92,999",,256 GB ROM,14.73 ,12MP + 12MP + 12MP , 12MP Front Camera,Brand Warranty for 1 Year,A13 Bionic Chip Processor,4.7
Grabo ECO 1.8,₹609,64 MB RAM , 64 MB ROM,4.57 ,1100 mAh Battery,,,1 Year Manufacturer Warranty for Device,4.3
I Kall K555,"₹1,199",64 MB RAM , 64 MB ROM,7.11 ,2MP Rear Camera,,1 year manufacturing warranty for mobile and 6 months for box accessories,3000 ,3.3
Itel It 5605n,₹962,32 MB RAM , 32 MB ROM ,4.5 ,0.3MP Rear Camera,,1 Year Brand Warranty,2500 ,4.2
"Samsung Galaxy M30S (Blue, 128 GB)","₹16,695",4 GB RAM , 128 GB ROM ,16.26 ,48MP + 8MP , 16MP Front Camera,1 Year Manufacturer Warranty,6000 ,4.3
"OPPO A53 (Fairy White, 64 GB)","₹12,990",4 GB RAM , 64 GB ROM ,16.51 ,13MP + 2MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 460 Processor,5000 ,4.3
"OPPO A53 (Electric Black, 64 GB)","₹12,990",4 GB RAM , 64 GB ROM ,16.51 ,13MP + 2MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 460 Processor,5000 ,4.3
"OPPO A53 (Fancy Blue, 64 GB)","₹12,990",4 GB RAM , 64 GB ROM ,16.51 ,13MP + 2MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 460 Processor,5000 ,4.3
"OPPO A53 (Fancy Blue, 128 GB)","₹15,490",6 GB RAM , 128 GB ROM ,16.51 ,13MP + 2MP + 2MP , 16MP Front Camera,Qualcomm Snapdragon 460 Processor,5000 ,4.2
I Kall K33 New,₹699,32 MB RAM , 64 MB ROM,6.1 ,0.3MP Rear Camera,,15 Month Manufacturer Warranty,1500 ,3.7
Lava ONE,"₹1,240",32 MB RAM , 32 MB ROM,6.1 ,0.3MP Rear Camera,,1 Year Brand Warranty,1000 ,4.1
"Samsung Galaxy A51 (Haze Crush Silver, 128 GB)","₹22,999",6 GB RAM , 128 GB ROM ,16.51 ,48MP + 12MP + 5MP + 5MP , 32MP Front Camera,Exynos 9611 Processor,4000 ,4.4
Grabo ELUGA,₹619,64 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty for Device,1000 ,3.6
Blackbear i7,₹999,64 MB RAM , 64 MB ROM,6.1 ,1.8MP Rear Camera,,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase,1450 ,3.6
Grabo G310,₹619,64 MB RAM , 64 MB ROM,4.57 ,0.3MP Rear Camera,,1 Year Manufacturer Warranty for Device,1000 ,3.6
"Redmi 9A (Nature Green, 32 GB)","₹8,630",3 GB RAM , 32 GB ROM ,16.59 ,13MP Rear Camera , 5MP Front Camera,MediaTek Helio G25 Processor,5000 ,4.2
Lava A1200,"₹1,151",32 MB RAM , 24 MB ROM ,4.57 ,0.3MP Rear Camera,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1750 ,4.2
